Geography,Geographic_Area_Name,County,tot_pop_est,tot_pop_err,tot_pop_under_5_est,tot_pop_under_5_err,tot_pop_over_65_est,tot_pop_over_65_err,per_pop_under_5_est,per_pop_under_5_err,per_pop_over_65_est,per_pop_over_65_err
1400000US36081072300,"Census Tract 723, Queens County, New York",Queens,2043,283,128,47,504,73,6.3,2.1,24.7,3.3
1400000US36081072900,"Census Tract 729, Queens County, New York",Queens,1341,289,110,67,257,85,8.2,4.2,19.2,7.3
1400000US36081073100,"Census Tract 731, Queens County, New York",Queens,1535,275,29,32,313,85,1.9,2,20.4,5.5
1400000US36081073700,"Census Tract 737, Queens County, New York",Queens,2052,301,111,53,530,139,5.4,2.6,25.8,5.8
1400000US36081073900,"Census Tract 739, Queens County, New York",Queens,5530,686,269,152,1217,245,4.9,2.7,22,4.8
1400000US36081074100,"Census Tract 741, Queens County, New York",Queens,3057,432,188,77,777,176,6.1,2.6,25.4,5.8
1400000US36081074300,"Census Tract 743, Queens County, New York",Queens,4081,722,150,86,757,158,3.7,2.1,18.5,4.4
1400000US36081074500,"Census Tract 745, Queens County, New York",Queens,4104,612,321,103,843,156,7.8,2.4,20.5,4.4
1400000US36081074700,"Census Tract 747, Queens County, New York",Queens,3363,560,142,93,591,138,4.2,2.6,17.6,4.9
1400000US36081074900,"Census Tract 749, Queens County, New York",Queens,1440,249,78,57,257,70,5.4,3.7,17.8,6.3
1400000US36081075701,"Census Tract 757.01, Queens County, New York",Queens,4695,677,218,112,991,209,4.6,2.4,21.1,4.6
1400000US36081075702,"Census Tract 757.02, Queens County, New York",Queens,5409,998,431,172,1149,301,8,3,21.2,4.2
1400000US36081076901,"Census Tract 769.01, Queens County, New York",Queens,4081,662,279,117,614,153,6.8,2.8,15,3.7
1400000US36081076902,"Census Tract 769.02, Queens County, New York",Queens,1158,166,162,65,159,68,14,5.1,13.7,5.4
1400000US36081077300,"Census Tract 773, Queens County, New York",Queens,2049,252,75,70,470,88,3.7,3.2,22.9,4.5
1400000US36081077500,"Census Tract 775, Queens County, New York",Queens,2213,384,106,75,482,132,4.8,3.4,21.8,4.2
1400000US36081077902,"Census Tract 779.02, Queens County, New York",Queens,4640,603,649,194,694,155,14,3.8,15,3.5
1400000US36081077903,"Census Tract 779.03, Queens County, New York",Queens,3234,566,238,139,467,159,7.4,4.1,14.4,5.3
1400000US36081077904,"Census Tract 779.04, Queens County, New York",Queens,5783,1062,474,165,782,193,8.2,3,13.5,4.2
1400000US36081077905,"Census Tract 779.05, Queens County, New York",Queens,2873,752,49,56,691,213,1.7,1.9,24.1,7.2
1400000US36081077906,"Census Tract 779.06, Queens County, New York",Queens,3562,576,428,188,640,202,12,4.4,18,5.7
1400000US36081077907,"Census Tract 779.07, Queens County, New York",Queens,3761,636,908,438,487,320,24.1,9.9,12.9,7.8
1400000US36081077908,"Census Tract 779.08, Queens County, New York",Queens,3048,360,203,111,232,90,6.7,3.5,7.6,3
1400000US36081078800,"Census Tract 788, Queens County, New York",Queens,1935,442,55,53,319,159,2.8,2.7,16.5,6.4
1400000US36081079000,"Census Tract 790, Queens County, New York",Queens,2527,480,157,62,277,173,6.2,2.4,11,6.5
1400000US36081079200,"Census Tract 792, Queens County, New York",Queens,2488,560,152,117,357,166,6.1,4.3,14.3,6
1400000US36081079300,"Census Tract 793, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081079701,"Census Tract 797.01, Queens County, New York",Queens,6669,1038,278,189,1601,350,4.2,2.7,24,5.1
1400000US36081079702,"Census Tract 797.02, Queens County, New York",Queens,4259,688,305,156,665,185,7.2,3.3,15.6,4.7
1400000US36081079900,"Census Tract 799, Queens County, New York",Queens,3215,632,219,112,403,139,6.8,3,12.5,3.9
1400000US36081080301,"Census Tract 803.01, Queens County, New York",Queens,3804,880,310,118,427,149,8.1,2.6,11.2,4.5
1400000US36081080302,"Census Tract 803.02, Queens County, New York",Queens,3323,913,136,128,1008,607,4.1,3.8,30.3,11.6
1400000US36081080900,"Census Tract 809, Queens County, New York",Queens,7018,1024,515,290,1455,439,7.3,3.6,20.7,6.2
1400000US36081081400,"Census Tract 814, Queens County, New York",Queens,4488,793,372,187,364,148,8.3,4.1,8.1,3.4
1400000US36081081800,"Census Tract 818, Queens County, New York",Queens,4084,649,230,130,628,220,5.6,3.1,15.4,4.5
1400000US36081083700,"Census Tract 837, Queens County, New York",Queens,5398,799,372,164,984,337,6.9,2.7,18.2,5.6
1400000US36081083800,"Census Tract 838, Queens County, New York",Queens,4994,778,224,160,556,187,4.5,3.1,11.1,3.9
1400000US36081084000,"Census Tract 840, Queens County, New York",Queens,6148,826,274,137,1013,337,4.5,2.1,16.5,5.3
1400000US36081084500,"Census Tract 845, Queens County, New York",Queens,5010,627,184,73,1420,297,3.7,1.5,28.3,5
1400000US36081084601,"Census Tract 846.01, Queens County, New York",Queens,2941,392,79,64,277,58,2.7,2.2,9.4,1.9
1400000US36081084602,"Census Tract 846.02, Queens County, New York",Queens,992,442,128,169,90,50,12.9,13,9.1,5.9
1400000US36081084901,"Census Tract 849.01, Queens County, New York",Queens,2855,679,193,168,186,133,6.8,5.7,6.5,5.4
1400000US36081084902,"Census Tract 849.02, Queens County, New York",Queens,4394,910,96,157,1163,782,2.2,3.6,26.5,14
1400000US36081085300,"Census Tract 853, Queens County, New York",Queens,5634,700,457,291,987,277,8.1,4.9,17.5,4.8
1400000US36081085500,"Census Tract 855, Queens County, New York",Queens,6856,1393,624,370,1380,474,9.1,4.1,20.1,5
1400000US36081085700,"Census Tract 857, Queens County, New York",Queens,5074,650,348,137,1067,244,6.9,2.5,21,4.5
1400000US36081085900,"Census Tract 859, Queens County, New York",Queens,5363,735,347,201,944,260,6.5,3.5,17.6,4.6
1400000US36081086100,"Census Tract 861, Queens County, New York",Queens,2121,322,102,53,650,200,4.8,2.5,30.6,6.9
1400000US36081086300,"Census Tract 863, Queens County, New York",Queens,6707,1050,325,227,1147,451,4.8,3.4,17.1,5.5
1400000US36081086400,"Census Tract 864, Queens County, New York",Queens,2671,405,128,85,284,80,4.8,3.2,10.6,2.9
1400000US36081086500,"Census Tract 865, Queens County, New York",Queens,4270,713,206,172,1081,334,4.8,3.7,25.3,7.7
1400000US36081086900,"Census Tract 869, Queens County, New York",Queens,1640,288,79,48,246,157,4.8,2.8,15,8.7
1400000US36081087100,"Census Tract 871, Queens County, New York",Queens,2842,535,301,234,575,161,10.6,6.8,20.2,5.8
1400000US36081088400,"Census Tract 884, Queens County, New York",Queens,8442,1163,363,181,1868,525,4.3,2.1,22.1,4.9
1400000US36081088902,"Census Tract 889.02, Queens County, New York",Queens,5184,1018,292,188,900,346,5.6,3.6,17.4,5.9
1400000US36081088903,"Census Tract 889.03, Queens County, New York",Queens,4836,1011,236,193,717,176,4.9,3.8,14.8,4.5
1400000US36081089201,"Census Tract 892.01, Queens County, New York",Queens,7789,1475,342,251,1963,290,4.4,2.8,25.2,5.4
1400000US36081089202,"Census Tract 892.02, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081090700,"Census Tract 907, Queens County, New York",Queens,1391,277,84,80,367,144,6,5.3,26.4,9.3
1400000US36081091602,"Census Tract 916.02, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081091603,"Census Tract 916.03, Queens County, New York",Queens,3527,819,233,106,791,201,6.6,3.3,22.4,7.3
1400000US36081091604,"Census Tract 916.04, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081091800,"Census Tract 918, Queens County, New York",Queens,12,11,0,12,7,6,0,88.8,58.3,41.1
1400000US36081091900,"Census Tract 919, Queens County, New York",Queens,5444,806,497,419,1459,369,9.1,7.1,26.8,5.7
1400000US36081092200,"Census Tract 922, Queens County, New York",Queens,1995,337,61,44,464,122,3.1,2.1,23.3,7.5
1400000US36081092500,"Census Tract 925, Queens County, New York",Queens,3211,737,174,90,479,141,5.4,2.6,14.9,4.1
1400000US36081092800,"Census Tract 928, Queens County, New York",Queens,3731,646,226,97,615,185,6.1,2.6,16.5,5
1400000US36081092900,"Census Tract 929, Queens County, New York",Queens,6996,1245,747,476,930,397,10.7,5.6,13.3,5.6
1400000US36081093401,"Census Tract 934.01, Queens County, New York",Queens,3851,709,139,107,645,176,3.6,2.8,16.7,4.5
1400000US36081093402,"Census Tract 934.02, Queens County, New York",Queens,4269,754,249,140,709,190,5.8,2.7,16.6,5.4
1400000US36081093800,"Census Tract 938, Queens County, New York",Queens,5176,759,327,267,1292,233,6.3,4.6,25,5.5
1400000US36081093900,"Census Tract 939, Queens County, New York",Queens,5885,927,470,208,635,165,8,3.3,10.8,3.2
1400000US36081094201,"Census Tract 942.01, Queens County, New York",Queens,2988,441,207,159,257,96,6.9,4.9,8.6,3.2
1400000US36081094202,"Census Tract 942.02, Queens County, New York",Queens,5479,796,360,187,568,258,6.6,3.2,10.4,4.4
1400000US36081094203,"Census Tract 942.03, Queens County, New York",Queens,6295,814,433,262,1539,331,6.9,3.9,24.4,5.5
1400000US36081094500,"Census Tract 945, Queens County, New York",Queens,3654,558,202,117,765,194,5.5,2.9,20.9,5.6
1400000US36081094700,"Census Tract 947, Queens County, New York",Queens,2095,455,79,44,244,61,3.8,2.1,11.6,3.4
1400000US36081095400,"Census Tract 954, Queens County, New York",Queens,6255,1085,657,261,589,149,10.5,3,9.4,2.8
1400000US36081096400,"Census Tract 964, Queens County, New York",Queens,6877,833,543,186,1013,421,7.9,2.5,14.7,5.7
1400000US36081097202,"Census Tract 972.02, Queens County, New York",Queens,3282,630,258,111,206,63,7.9,3.3,6.3,2.2
1400000US36081097204,"Census Tract 972.04, Queens County, New York",Queens,3972,795,241,213,872,201,6.1,4.9,22,6.5
1400000US36081097205,"Census Tract 972.05, Queens County, New York",Queens,3523,495,316,163,375,174,9,4.6,10.6,5
1400000US36081097206,"Census Tract 972.06, Queens County, New York",Queens,3334,735,358,173,204,144,10.7,4.9,6.1,4.1
1400000US36081097207,"Census Tract 972.07, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081097300,"Census Tract 973, Queens County, New York",Queens,1947,342,65,48,528,148,3.3,2.4,27.1,5.3
1400000US36081098100,"Census Tract 981, Queens County, New York",Queens,2217,273,130,75,473,95,5.9,3.2,21.3,4.1
1400000US36081098700,"Census Tract 987, Queens County, New York",Queens,2498,301,100,46,454,139,4,1.8,18.2,4.9
1400000US36081099100,"Census Tract 991, Queens County, New York",Queens,7252,1123,615,220,2271,440,8.5,2.9,31.3,5.8
1400000US36081099200,"Census Tract 992, Queens County, New York",Queens,4349,619,381,178,380,132,8.8,4.1,8.7,3.4
1400000US36081099701,"Census Tract 997.01, Queens County, New York",Queens,2734,339,121,96,662,124,4.4,3.4,24.2,5
1400000US36081099703,"Census Tract 997.03, Queens County, New York",Queens,3481,568,254,198,1215,239,7.3,4.9,34.9,7.8
1400000US36081099704,"Census Tract 997.04, Queens County, New York",Queens,6915,1462,350,122,2327,332,5.1,1.9,33.7,7.6
1400000US36081099705,"Census Tract 997.05, Queens County, New York",Queens,2791,564,229,239,482,144,8.2,8,17.3,5.5
1400000US36081099801,"Census Tract 998.01, Queens County, New York",Queens,8631,1608,401,234,1164,374,4.6,2.6,13.5,4.5
1400000US36081099802,"Census Tract 998.02, Queens County, New York",Queens,6104,1259,826,409,1398,230,13.5,5,22.9,6.7
1400000US36081099900,"Census Tract 999, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081100801,"Census Tract 1008.01, Queens County, New York",Queens,2708,589,240,113,402,169,8.9,4.2,14.8,4.6
1400000US36081100803,"Census Tract 1008.03, Queens County, New York",Queens,3640,572,0,12,450,210,0,1,12.4,5.8
1400000US36081100804,"Census Tract 1008.04, Queens County, New York",Queens,4843,942,430,255,506,220,8.9,4.4,10.4,5.1
1400000US36081101002,"Census Tract 1010.02, Queens County, New York",Queens,4860,1368,250,126,831,212,5.1,1.9,17.1,6.5
1400000US36081101003,"Census Tract 1010.03, Queens County, New York",Queens,4393,961,409,317,505,156,9.3,6,11.5,4.1
1400000US36081101004,"Census Tract 1010.04, Queens County, New York",Queens,7611,1062,727,303,1568,387,9.6,4.1,20.6,4.8
1400000US36081101700,"Census Tract 1017, Queens County, New York",Queens,6191,932,346,214,1298,274,5.6,3.3,21,4
1400000US36081102900,"Census Tract 1029, Queens County, New York",Queens,3636,590,136,149,881,208,3.7,3.9,24.2,6.3
1400000US36081103201,"Census Tract 1032.01, Queens County, New York",Queens,5981,908,564,205,393,120,9.4,3.3,6.6,2.3
1400000US36081103202,"Census Tract 1032.02, Queens County, New York",Queens,8592,1325,1188,454,929,259,13.8,4,10.8,3.2
1400000US36081103300,"Census Tract 1033, Queens County, New York",Queens,4736,806,258,111,1002,307,5.4,2.1,21.2,4.6
1400000US36081103900,"Census Tract 1039, Queens County, New York",Queens,6067,788,448,266,1329,385,7.4,4.3,21.9,6.4
1400000US36081104700,"Census Tract 1047, Queens County, New York",Queens,6738,1342,88,76,1151,268,1.3,1.2,17.1,4.8
1400000US36081105900,"Census Tract 1059, Queens County, New York",Queens,3845,755,248,107,804,164,6.4,2.8,20.9,3.4
1400000US36081107201,"Census Tract 1072.01, Queens County, New York",Queens,2257,361,195,74,392,143,8.6,3.1,17.4,5.8
1400000US36081107202,"Census Tract 1072.02, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081108500,"Census Tract 1085, Queens County, New York",Queens,2467,428,82,40,529,152,3.3,1.6,21.4,5.7
1400000US36081109300,"Census Tract 1093, Queens County, New York",Queens,2789,462,59,48,633,140,2.1,1.7,22.7,3.8
1400000US36081109700,"Census Tract 1097, Queens County, New York",Queens,1676,219,43,28,359,111,2.6,1.6,21.4,5.8
1400000US36081109900,"Census Tract 1099, Queens County, New York",Queens,3153,600,107,74,738,291,3.4,2.3,23.4,8.7
1400000US36081111300,"Census Tract 1113, Queens County, New York",Queens,2634,412,303,205,583,103,11.5,6.7,22.1,4.8
1400000US36081112300,"Census Tract 1123, Queens County, New York",Queens,2085,293,157,88,212,48,7.5,3.6,10.2,2.8
1400000US36081112900,"Census Tract 1129, Queens County, New York",Queens,2120,463,93,71,413,96,4.4,3.2,19.5,4.6
1400000US36081113300,"Census Tract 1133, Queens County, New York",Queens,1498,202,51,29,295,91,3.4,1.9,19.7,5.6
1400000US36081113900,"Census Tract 1139, Queens County, New York",Queens,3589,546,248,109,682,212,6.9,3,19,5.1
1400000US36081114100,"Census Tract 1141, Queens County, New York",Queens,2373,316,135,59,534,104,5.7,2.5,22.5,4.9
1400000US36081114700,"Census Tract 1147, Queens County, New York",Queens,1836,311,79,45,370,98,4.3,2.4,20.2,5.4
1400000US36081115100,"Census Tract 1151, Queens County, New York",Queens,849,133,31,24,295,76,3.7,2.6,34.7,6.9
1400000US36081115500,"Census Tract 1155, Queens County, New York",Queens,2366,354,174,101,350,138,7.4,4.1,14.8,5
1400000US36081115700,"Census Tract 1157, Queens County, New York",Queens,3007,490,48,37,643,184,1.6,1.2,21.4,6.1
1400000US36081115900,"Census Tract 1159, Queens County, New York",Queens,4063,539,260,139,693,112,6.4,3.3,17.1,3.5
1400000US36081116100,"Census Tract 1161, Queens County, New York",Queens,4197,864,186,209,1134,229,4.4,4.2,27,7.1
1400000US36081116301,"Census Tract 1163.01, Queens County, New York",Queens,4630,512,285,143,1192,206,6.2,3,25.7,5.3
1400000US36081116302,"Census Tract 1163.02, Queens County, New York",Queens,4200,1151,299,190,1066,528,7.1,4.5,25.4,8.5
1400000US36081116700,"Census Tract 1167, Queens County, New York",Queens,1894,305,129,74,186,89,6.8,3.8,9.8,4.2
1400000US36081117100,"Census Tract 1171, Queens County, New York",Queens,2309,279,66,53,333,92,2.9,2.3,14.4,4.5
1400000US36081117500,"Census Tract 1175, Queens County, New York",Queens,4709,814,222,128,791,171,4.7,2.6,16.8,4.3
1400000US36081118100,"Census Tract 1181, Queens County, New York",Queens,1632,275,133,111,232,74,8.1,6.1,14.2,4.8
1400000US36081118500,"Census Tract 1185, Queens County, New York",Queens,1916,326,76,58,270,93,4,2.8,14.1,4.8
1400000US36081118700,"Census Tract 1187, Queens County, New York",Queens,2354,366,167,87,521,212,7.1,3.3,22.1,7.6
1400000US36081118900,"Census Tract 1189, Queens County, New York",Queens,1957,399,47,40,353,102,2.4,2,18,5.2
1400000US36081119100,"Census Tract 1191, Queens County, New York",Queens,2827,498,126,101,313,144,4.5,3.3,11.1,5.2
1400000US36081119300,"Census Tract 1193, Queens County, New York",Queens,2107,316,202,113,420,169,9.6,5.1,19.9,6.9
1400000US36081119500,"Census Tract 1195, Queens County, New York",Queens,1305,299,75,63,167,48,5.7,4.3,12.8,3.9
1400000US36081119900,"Census Tract 1199, Queens County, New York",Queens,1482,283,71,50,308,87,4.8,3,20.8,6.4
1400000US36081120100,"Census Tract 1201, Queens County, New York",Queens,1506,361,24,36,192,75,1.6,2.4,12.7,4.6
1400000US36081120300,"Census Tract 1203, Queens County, New York",Queens,1433,310,22,21,292,112,1.5,1.4,20.4,7.8
1400000US36081120500,"Census Tract 1205, Queens County, New York",Queens,2587,393,89,62,789,167,3.4,2.2,30.5,6.2
1400000US36081120701,"Census Tract 1207.01, Queens County, New York",Queens,3109,453,250,194,644,158,8,5.7,20.7,4.9
1400000US36081120702,"Census Tract 1207.02, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081121100,"Census Tract 1211, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081121500,"Census Tract 1215, Queens County, New York",Queens,4456,596,251,225,740,205,5.6,4.6,16.6,4.5
1400000US36081122300,"Census Tract 1223, Queens County, New York",Queens,3512,641,104,85,760,338,3,2.4,21.6,8.3
1400000US36081122702,"Census Tract 1227.02, Queens County, New York",Queens,6509,989,257,209,1491,370,3.9,3.1,22.9,6.2
1400000US36081122703,"Census Tract 1227.03, Queens County, New York",Queens,6523,794,349,270,858,361,5.4,3.9,13.2,5.9
1400000US36081122704,"Census Tract 1227.04, Queens County, New York",Queens,4929,1876,546,451,756,761,11.1,6.1,15.3,14.8
1400000US36081124100,"Census Tract 1241, Queens County, New York",Queens,4094,668,285,107,783,246,7,2.3,19.1,4.8
1400000US36081124700,"Census Tract 1247, Queens County, New York",Queens,3498,488,126,73,639,123,3.6,2.1,18.3,3.9
1400000US36081125700,"Census Tract 1257, Queens County, New York",Queens,3290,526,295,141,457,160,9,4,13.9,4.5
1400000US36081126500,"Census Tract 1265, Queens County, New York",Queens,1701,269,50,30,325,92,2.9,1.7,19.1,5.6
1400000US36081126700,"Census Tract 1267, Queens County, New York",Queens,4738,574,184,135,410,148,3.9,2.7,8.7,2.9
1400000US36081127700,"Census Tract 1277, Queens County, New York",Queens,3162,571,125,96,635,145,4,3,20.1,6.5
1400000US36081128300,"Census Tract 1283, Queens County, New York",Queens,0,12,0,12,0,12,-,**,-,**
1400000US36081129102,"Census Tract 1291.02, Queens County, New York",Queens,3957,734,388,334,829,233,9.8,7.2,21,6.2
1400000US36081129103,"Census Tract 1291.03, Queens County, New York",Queens,4094,748,265,143,708,121,6.5,3.8,17.3,4
1400000US36081129104,"Census Tract 1291.04, Queens County, New York",Queens,4112,435,341,134,773,114,8.3,2.9,18.8,3.1
1400000US36081130100,"Census Tract 1301, Queens County, New York",Queens,3963,624,153,119,1309,416,3.9,2.9,33,8.2
