Geography,Geographic_Area_Name,County,tot_pop_est,tot_pop_err,tot_pop_under_5_est,tot_pop_under_5_err,tot_pop_over_65_est,tot_pop_over_65_err,per_pop_under_5_est,per_pop_under_5_err,per_pop_over_65_est,per_pop_over_65_err
1400000US36047096400,"Census Tract 964, Kings County, New York",Kings,2034,368,73,53,293,84,3.6,2.3,14.4,4.7
1400000US36047096600,"Census Tract 966, Kings County, New York",Kings,2759,473,156,64,335,104,5.7,2.1,12.1,4
1400000US36047096800,"Census Tract 968, Kings County, New York",Kings,1549,331,148,66,158,73,9.6,4.3,10.2,4.5
1400000US36047097000,"Census Tract 970, Kings County, New York",Kings,2713,413,227,130,400,236,8.4,4.5,14.7,8
1400000US36047097400,"Census Tract 974, Kings County, New York",Kings,2723,512,35,41,723,345,1.3,1.5,26.6,9.1
1400000US36047098200,"Census Tract 982, Kings County, New York",Kings,4532,786,449,187,576,112,9.9,3,12.7,3.3
1400000US36047098400,"Census Tract 984, Kings County, New York",Kings,2163,326,219,145,286,83,10.1,5.7,13.2,4.4
1400000US36047098600,"Census Tract 986, Kings County, New York",Kings,2664,444,140,80,300,85,5.3,2.8,11.3,3.4
1400000US36047098800,"Census Tract 988, Kings County, New York",Kings,3328,529,172,105,594,148,5.2,3.2,17.8,4.3
1400000US36047099000,"Census Tract 990, Kings County, New York",Kings,1697,316,141,82,215,96,8.3,4.2,12.7,4.9
1400000US36047099200,"Census Tract 992, Kings County, New York",Kings,2266,434,124,107,319,116,5.5,4.3,14.1,4.2
1400000US36047099400,"Census Tract 994, Kings County, New York",Kings,1996,335,93,70,282,66,4.7,3.4,14.1,3.9
1400000US36047099600,"Census Tract 996, Kings County, New York",Kings,3762,804,287,177,595,141,7.6,3.7,15.8,4.4
1400000US36047099800,"Census Tract 998, Kings County, New York",Kings,3624,613,222,135,611,248,6.1,3.5,16.9,6.6
1400000US36047100400,"Census Tract 1004, Kings County, New York",Kings,2642,496,137,72,312,83,5.2,2.5,11.8,3.4
1400000US36047100600,"Census Tract 1006, Kings County, New York",Kings,2737,387,130,65,286,78,4.7,2.2,10.4,3.1
1400000US36047100800,"Census Tract 1008, Kings County, New York",Kings,2091,413,149,122,257,62,7.1,4.9,12.3,3.5
1400000US36047101000,"Census Tract 1010, Kings County, New York",Kings,2376,371,56,47,268,72,2.4,1.9,11.3,3.1
1400000US36047101200,"Census Tract 1012, Kings County, New York",Kings,2261,357,70,54,259,63,3.1,2.3,11.5,3.2
1400000US36047101400,"Census Tract 1014, Kings County, New York",Kings,2143,357,190,104,407,136,8.9,3.9,19,6.6
1400000US36047101600,"Census Tract 1016, Kings County, New York",Kings,1599,321,109,71,307,79,6.8,3.7,19.2,5.5
1400000US36047101800,"Census Tract 1018, Kings County, New York",Kings,2228,423,115,83,280,74,5.2,3.7,12.6,3.8
1400000US36047102000,"Census Tract 1020, Kings County, New York",Kings,2285,406,145,84,279,104,6.3,3.5,12.2,4.7
1400000US36047102200,"Census Tract 1022, Kings County, New York",Kings,2157,494,249,176,191,49,11.5,6,8.9,3.1
1400000US36047102400,"Census Tract 1024, Kings County, New York",Kings,2323,466,174,107,252,87,7.5,3.5,10.8,3.4
1400000US36047102600,"Census Tract 1026, Kings County, New York",Kings,3001,415,172,68,387,159,5.7,2.1,12.9,4.6
1400000US36047102801,"Census Tract 1028.01, Kings County, New York",Kings,1652,334,21,28,360,126,1.3,1.7,21.8,6.3
1400000US36047102802,"Census Tract 1028.02, Kings County, New York",Kings,0,12,0,12,0,12,-,**,-,**
1400000US36047103401,"Census Tract 1034.01, Kings County, New York",Kings,3873,693,399,172,463,119,10.3,3.8,12,3.4
1400000US36047103402,"Census Tract 1034.02, Kings County, New York",Kings,0,12,0,12,0,12,-,**,-,**
1400000US36047105801,"Census Tract 1058.01, Kings County, New York",Kings,5847,652,233,141,2061,516,4,2.3,35.2,6.9
1400000US36047105804,"Census Tract 1058.04, Kings County, New York",Kings,6614,945,310,202,1898,403,4.7,2.9,28.7,6.3
1400000US36047107001,"Census Tract 1070.01, Kings County, New York",Kings,2613,323,202,123,162,81,7.7,4.7,6.2,3.3
1400000US36047107002,"Census Tract 1070.02, Kings County, New York",Kings,0,12,0,12,0,12,-,**,-,**
1400000US36047107003,"Census Tract 1070.03, Kings County, New York",Kings,0,12,0,12,0,12,-,**,-,**
1400000US36047107800,"Census Tract 1078, Kings County, New York",Kings,4554,777,221,85,1037,165,4.9,1.8,22.8,4.9
1400000US36047109800,"Census Tract 1098, Kings County, New York",Kings,2450,476,207,130,202,128,8.4,4.8,8.2,4.9
1400000US36047110400,"Census Tract 1104, Kings County, New York",Kings,4354,727,333,169,766,310,7.6,3.2,17.6,6.1
1400000US36047110600,"Census Tract 1106, Kings County, New York",Kings,4298,694,286,120,523,208,6.7,2.4,12.2,4.2
1400000US36047111000,"Census Tract 1110, Kings County, New York",Kings,2891,417,157,114,347,132,5.4,3.9,12,4.6
1400000US36047111600,"Census Tract 1116, Kings County, New York",Kings,3501,913,273,191,458,164,7.8,5.6,13.1,2.8
1400000US36047111800,"Census Tract 1118, Kings County, New York",Kings,3731,964,292,155,366,139,7.8,4.4,9.8,4.4
1400000US36047112000,"Census Tract 1120, Kings County, New York",Kings,3242,634,251,165,457,150,7.7,4.6,14.1,4.5
1400000US36047112200,"Census Tract 1122, Kings County, New York",Kings,2986,541,143,87,498,187,4.8,2.9,16.7,6.2
1400000US36047112400,"Census Tract 1124, Kings County, New York",Kings,3293,651,233,209,367,137,7.1,5.6,11.1,4.8
1400000US36047112600,"Census Tract 1126, Kings County, New York",Kings,3469,645,186,110,589,320,5.4,2.9,17,8
1400000US36047112800,"Census Tract 1128, Kings County, New York",Kings,3582,942,290,269,585,181,8.1,6,16.3,6.1
1400000US36047113000,"Census Tract 1130, Kings County, New York",Kings,3806,727,193,147,398,148,5.1,3.7,10.5,4.1
1400000US36047113200,"Census Tract 1132, Kings County, New York",Kings,1877,423,126,110,254,78,6.7,4.9,13.5,4.5
1400000US36047113400,"Census Tract 1134, Kings County, New York",Kings,2797,491,283,136,234,100,10.1,4.1,8.4,3.6
1400000US36047114201,"Census Tract 1142.01, Kings County, New York",Kings,1337,312,49,53,247,172,3.7,4,18.5,11.4
1400000US36047114202,"Census Tract 1142.02, Kings County, New York",Kings,3052,694,253,171,321,131,8.3,4.6,10.5,4.4
1400000US36047114400,"Census Tract 1144, Kings County, New York",Kings,2580,457,168,82,237,135,6.5,2.9,9.2,4.5
1400000US36047114600,"Census Tract 1146, Kings County, New York",Kings,2856,708,352,281,314,89,12.3,7.3,11,3.8
1400000US36047115000,"Census Tract 1150, Kings County, New York",Kings,2717,629,219,128,215,92,8.1,3.6,7.9,3.8
1400000US36047115200,"Census Tract 1152, Kings County, New York",Kings,3049,829,239,183,365,156,7.8,4.5,12,5.6
1400000US36047115600,"Census Tract 1156, Kings County, New York",Kings,4181,668,453,212,530,173,10.8,4.2,12.7,4
1400000US36047115800,"Census Tract 1158, Kings County, New York",Kings,2760,614,330,287,437,127,12,8.3,15.8,5.5
1400000US36047116000,"Census Tract 1160, Kings County, New York",Kings,2630,601,178,144,232,85,6.8,4.9,8.8,3.8
1400000US36047116200,"Census Tract 1162, Kings County, New York",Kings,2706,531,410,224,276,123,15.2,7,10.2,3.9
1400000US36047116400,"Census Tract 1164, Kings County, New York",Kings,3507,747,283,174,470,160,8.1,4.5,13.4,5.3
1400000US36047116600,"Census Tract 1166, Kings County, New York",Kings,2992,630,128,60,292,146,4.3,2,9.8,4.8
1400000US36047116800,"Census Tract 1168, Kings County, New York",Kings,2118,396,48,41,89,52,2.3,1.8,4.2,2.6
1400000US36047117000,"Census Tract 1170, Kings County, New York",Kings,2058,533,93,81,131,84,4.5,3.8,6.4,4.1
1400000US36047117201,"Census Tract 1172.01, Kings County, New York",Kings,2190,360,165,76,275,95,7.5,3,12.6,4.9
1400000US36047117202,"Census Tract 1172.02, Kings County, New York",Kings,3991,1256,349,169,547,309,8.7,4.7,13.7,4.7
1400000US36047117400,"Census Tract 1174, Kings County, New York",Kings,3914,775,318,111,667,369,8.1,3,17,8.8
1400000US36047117601,"Census Tract 1176.01, Kings County, New York",Kings,3345,711,175,98,222,92,5.2,3.1,6.6,2.9
1400000US36047117602,"Census Tract 1176.02, Kings County, New York",Kings,2693,445,224,94,417,173,8.3,3.3,15.5,5.5
1400000US36047117800,"Census Tract 1178, Kings County, New York",Kings,1686,470,114,63,224,96,6.8,3.8,13.3,6.7
1400000US36047118000,"Census Tract 1180, Kings County, New York",Kings,0,12,0,12,0,12,-,**,-,**
1400000US36047118201,"Census Tract 1182.01, Kings County, New York",Kings,2883,568,288,156,192,83,10,4.5,6.7,3.3
1400000US36047118202,"Census Tract 1182.02, Kings County, New York",Kings,3477,718,446,263,261,117,12.8,5.8,7.5,3.6
1400000US36047118400,"Census Tract 1184, Kings County, New York",Kings,4817,756,237,103,414,128,4.9,2.1,8.6,2.6
1400000US36047118600,"Census Tract 1186, Kings County, New York",Kings,2943,484,184,119,473,174,6.3,3.6,16.1,5.2
1400000US36047118800,"Census Tract 1188, Kings County, New York",Kings,4758,997,215,141,336,135,4.5,2.8,7.1,2.8
1400000US36047119000,"Census Tract 1190, Kings County, New York",Kings,2227,528,140,92,175,84,6.3,4.2,7.9,3.8
1400000US36047119200,"Census Tract 1192, Kings County, New York",Kings,3043,693,256,135,310,150,8.4,4.3,10.2,5.1
1400000US36047119400,"Census Tract 1194, Kings County, New York",Kings,5362,849,825,236,403,323,15.4,4.4,7.5,5.5
1400000US36047119600,"Census Tract 1196, Kings County, New York",Kings,4832,648,278,104,677,302,5.8,2.1,14,5.5
1400000US36047119800,"Census Tract 1198, Kings County, New York",Kings,3175,647,217,130,401,150,6.8,3.8,12.6,4.4
1400000US36047120000,"Census Tract 1200, Kings County, New York",Kings,2652,487,96,36,207,75,3.6,1.5,7.8,3
1400000US36047120200,"Census Tract 1202, Kings County, New York",Kings,2078,381,220,69,240,130,10.6,3.5,11.5,5.2
1400000US36047120801,"Census Tract 1208.01, Kings County, New York",Kings,5096,998,221,142,691,312,4.3,2.8,13.6,6.3
1400000US36047120802,"Census Tract 1208.02, Kings County, New York",Kings,4138,1139,568,420,462,126,13.7,8,11.2,4.2
1400000US36047120803,"Census Tract 1208.03, Kings County, New York",Kings,2203,524,76,82,256,120,3.4,3.7,11.6,6.4
1400000US36047121000,"Census Tract 1210, Kings County, New York",Kings,4203,787,183,111,560,187,4.4,2.5,13.3,4.6
1400000US36047121400,"Census Tract 1214, Kings County, New York",Kings,4342,682,662,404,558,184,15.2,7.5,12.9,4.3
1400000US36047122000,"Census Tract 1220, Kings County, New York",Kings,6091,1033,444,237,447,243,7.3,3.5,7.3,4
1400000US36047123700,"Census Tract 1237, Kings County, New York",Kings,7133,1276,1345,257,58,54,18.9,2.5,0.8,0.8
1400000US36047150200,"Census Tract 1502, Kings County, New York",Kings,2608,396,257,107,344,114,9.9,3.8,13.2,4.8
1400000US36047152200,"Census Tract 1522, Kings County, New York",Kings,3629,619,267,98,392,92,7.4,3,10.8,3.5
1400000US36047990100,"Census Tract 9901, Kings County, New York",Kings,0,12,0,12,0,12,-,**,-,**
1400000US36061000100,"Census Tract 1, New York County, New York",New York,0,12,0,12,0,12,-,**,-,**
1400000US36061000201,"Census Tract 2.01, New York County, New York",New York,2761,1219,62,45,345,135,2.2,2,12.5,7.3
1400000US36061000202,"Census Tract 2.02, New York County, New York",New York,6908,842,302,193,1429,283,4.4,2.7,20.7,3.9
1400000US36061000500,"Census Tract 5, New York County, New York",New York,0,12,0,12,0,12,-,**,-,**
1400000US36061000600,"Census Tract 6, New York County, New York",New York,10628,1674,381,254,3562,862,3.6,2.3,33.5,5.6
1400000US36061000700,"Census Tract 7, New York County, New York",New York,8500,939,351,221,192,146,4.1,2.5,2.3,1.7
1400000US36061000800,"Census Tract 8, New York County, New York",New York,9292,916,248,142,2528,514,2.7,1.5,27.2,5.6
1400000US36061000900,"Census Tract 9, New York County, New York",New York,1886,356,186,79,55,32,9.9,3.4,2.9,1.8
1400000US36061001001,"Census Tract 10.01, New York County, New York",New York,1437,213,67,34,351,79,4.7,2.2,24.4,6.6
1400000US36061001002,"Census Tract 10.02, New York County, New York",New York,5077,947,138,135,1059,207,2.7,2.5,20.9,4.3
1400000US36061001200,"Census Tract 12, New York County, New York",New York,4258,445,126,89,1271,317,3,2.1,29.8,5.8
1400000US36061001300,"Census Tract 13, New York County, New York",New York,4690,747,135,64,80,57,2.9,1.4,1.7,1.3
1400000US36061001401,"Census Tract 14.01, New York County, New York",New York,2999,504,71,50,930,387,2.4,1.6,31,9.5
1400000US36061001402,"Census Tract 14.02, New York County, New York",New York,2693,385,19,31,708,230,0.7,1.1,26.3,6.4
1400000US36061001501,"Census Tract 15.01, New York County, New York",New York,8021,1619,516,507,1774,521,6.4,5.4,22.1,6.6
1400000US36061001502,"Census Tract 15.02, New York County, New York",New York,7929,750,216,120,298,196,2.7,1.5,3.8,2.5
1400000US36061001600,"Census Tract 16, New York County, New York",New York,7504,1139,283,159,1552,478,3.8,2,20.7,5.6
1400000US36061001800,"Census Tract 18, New York County, New York",New York,7101,1073,159,98,1813,792,2.2,1.3,25.5,8.6
1400000US36061002000,"Census Tract 20, New York County, New York",New York,4606,684,173,118,697,109,3.8,2.5,15.1,3.5
1400000US36061002100,"Census Tract 21, New York County, New York",New York,6868,907,761,234,411,182,11.1,3,6,2.5
1400000US36061002201,"Census Tract 22.01, New York County, New York",New York,6372,814,176,167,1233,282,2.8,2.7,19.4,4.6
1400000US36061002202,"Census Tract 22.02, New York County, New York",New York,2123,469,17,20,221,137,0.8,0.9,10.4,6.5
1400000US36061002400,"Census Tract 24, New York County, New York",New York,4171,654,216,126,715,212,5.2,2.9,17.1,5.1
1400000US36061002500,"Census Tract 25, New York County, New York",New York,5483,920,224,141,1387,228,4.1,2.3,25.3,6.1
1400000US36061002601,"Census Tract 26.01, New York County, New York",New York,3977,755,140,106,332,78,3.5,2.8,8.3,2.4
1400000US36061002602,"Census Tract 26.02, New York County, New York",New York,3633,547,87,56,389,144,2.4,1.5,10.7,4.1
1400000US36061002700,"Census Tract 27, New York County, New York",New York,1417,282,59,44,321,96,4.2,3.1,22.7,7.1
1400000US36061002800,"Census Tract 28, New York County, New York",New York,6404,902,272,238,1267,261,4.2,3.4,19.8,4.6
1400000US36061002901,"Census Tract 29.01, New York County, New York",New York,1564,589,0,12,143,108,0,2.2,9.1,5.6
1400000US36061002902,"Census Tract 29.02, New York County, New York",New York,4151,731,148,117,1105,312,3.6,2.6,26.6,7.4
1400000US36061003001,"Census Tract 30.01, New York County, New York",New York,3727,584,151,140,209,146,4.1,3.6,5.6,3.8
1400000US36061003002,"Census Tract 30.02, New York County, New York",New York,2929,329,45,52,557,120,1.5,1.7,19,3.9
1400000US36061003100,"Census Tract 31, New York County, New York",New York,2616,265,55,52,175,69,2.1,1.9,6.7,2.5
1400000US36061003200,"Census Tract 32, New York County, New York",New York,7873,1337,229,196,1477,301,2.9,2.5,18.8,4.8
1400000US36061003300,"Census Tract 33, New York County, New York",New York,5841,834,577,215,520,196,9.9,3.2,8.9,3.2
1400000US36061003400,"Census Tract 34, New York County, New York",New York,6648,980,88,65,642,256,1.3,1,9.7,4
1400000US36061003601,"Census Tract 36.01, New York County, New York",New York,2909,386,29,34,618,186,1,1.1,21.2,5.7
1400000US36061003602,"Census Tract 36.02, New York County, New York",New York,3300,539,51,60,326,118,1.5,1.9,9.9,3.2
1400000US36061003700,"Census Tract 37, New York County, New York",New York,2746,504,236,117,568,369,8.6,3.7,20.7,11.1
1400000US36061003800,"Census Tract 38, New York County, New York",New York,8886,1253,107,115,1337,436,1.2,1.3,15,4.4
1400000US36061003900,"Census Tract 39, New York County, New York",New York,7132,1040,634,205,1466,643,8.9,2.8,20.6,7.3
1400000US36061004001,"Census Tract 40.01, New York County, New York",New York,3599,539,149,172,454,234,4.1,4.5,12.6,6.8
1400000US36061004002,"Census Tract 40.02, New York County, New York",New York,5615,1739,238,283,318,185,4.2,5,5.7,4.3
1400000US36061004100,"Census Tract 41, New York County, New York",New York,7526,1464,91,76,1473,476,1.2,1,19.6,4.9
1400000US36061004200,"Census Tract 42, New York County, New York",New York,5311,386,85,65,336,154,1.6,1.2,6.3,2.8
1400000US36061004300,"Census Tract 43, New York County, New York",New York,3684,491,76,98,645,203,2.1,2.7,17.5,5.3
1400000US36061004400,"Census Tract 44, New York County, New York",New York,16600,1769,689,316,2405,565,4.2,1.9,14.5,3.3
1400000US36061004500,"Census Tract 45, New York County, New York",New York,1040,210,32,27,190,83,3.1,2.5,18.3,6.9
1400000US36061004700,"Census Tract 47, New York County, New York",New York,2423,465,81,73,495,149,3.3,2.8,20.4,7.1
1400000US36061004800,"Census Tract 48, New York County, New York",New York,6351,681,158,127,736,254,2.5,1.9,11.6,3.9
1400000US36061004900,"Census Tract 49, New York County, New York",New York,4512,705,157,95,729,169,3.5,2,16.2,4.3
1400000US36061005000,"Census Tract 50, New York County, New York",New York,5072,771,288,163,630,197,5.7,3.1,12.4,4.2
1400000US36061005200,"Census Tract 52, New York County, New York",New York,3202,433,103,63,468,141,3.2,1.8,14.6,4.3
1400000US36061005400,"Census Tract 54, New York County, New York",New York,4628,510,138,74,804,186,3,1.6,17.4,4.6
1400000US36061005501,"Census Tract 55.01, New York County, New York",New York,4734,662,323,197,658,138,6.8,3.7,13.9,3.3
1400000US36061005502,"Census Tract 55.02, New York County, New York",New York,1796,251,90,48,193,81,5,2.5,10.7,4.3
1400000US36061005600,"Census Tract 56, New York County, New York",New York,4043,807,262,144,702,316,6.5,3.1,17.4,6.3
1400000US36061005700,"Census Tract 57, New York County, New York",New York,2887,609,166,65,520,144,5.7,2.3,18,6.4
1400000US36061005800,"Census Tract 58, New York County, New York",New York,4226,717,170,90,357,120,4,2,8.4,3.3
1400000US36061005900,"Census Tract 59, New York County, New York",New York,5571,651,126,53,1112,226,2.3,1,20,4.4
1400000US36061006000,"Census Tract 60, New York County, New York",New York,5849,855,493,212,1185,313,8.4,3.3,20.3,5
1400000US36061006100,"Census Tract 61, New York County, New York",New York,4647,657,117,54,589,232,2.5,1.2,12.7,4.6
1400000US36061006200,"Census Tract 62, New York County, New York",New York,4355,720,71,46,613,245,1.6,1,14.1,5.1
1400000US36061006300,"Census Tract 63, New York County, New York",New York,6318,980,202,117,1425,390,3.2,1.8,22.6,5.6
1400000US36061006400,"Census Tract 64, New York County, New York",New York,7425,823,191,140,1124,335,2.6,1.8,15.1,4.6
1400000US36061006500,"Census Tract 65, New York County, New York",New York,6112,718,117,84,813,320,1.9,1.4,13.3,4.5
1400000US36061006600,"Census Tract 66, New York County, New York",New York,11916,2127,224,362,3148,1201,1.9,3,26.4,8.5
1400000US36061006700,"Census Tract 67, New York County, New York",New York,5165,816,63,63,760,220,1.2,1.2,14.7,4.8
1400000US36061006800,"Census Tract 68, New York County, New York",New York,7744,1184,310,290,787,229,4,3.6,10.2,3.1
1400000US36061006900,"Census Tract 69, New York County, New York",New York,2341,365,124,81,302,162,5.3,3.1,12.9,6.5
1400000US36061007001,"Census Tract 70.01, New York County, New York",New York,4035,1433,0,12,942,273,0,0.9,23.3,9.3
1400000US36061007002,"Census Tract 70.02, New York County, New York",New York,3779,890,193,207,331,167,5.1,4.8,8.8,4.7
1400000US36061007100,"Census Tract 71, New York County, New York",New York,5337,773,277,231,670,145,5.2,4,12.6,3.1
1400000US36061007200,"Census Tract 72, New York County, New York",New York,7534,1172,422,412,703,408,5.6,5,9.3,4.9
1400000US36061007300,"Census Tract 73, New York County, New York",New York,5807,950,232,172,724,183,4,2.8,12.5,3.5
1400000US36061007400,"Census Tract 74, New York County, New York",New York,4448,544,229,65,427,141,5.1,1.4,9.6,3.1
1400000US36061007500,"Census Tract 75, New York County, New York",New York,3467,573,195,112,829,333,5.6,3.2,23.9,8
1400000US36061007600,"Census Tract 76, New York County, New York",New York,2115,360,64,102,184,101,3,4.4,8.7,5
1400000US36061007700,"Census Tract 77, New York County, New York",New York,5640,575,117,69,877,231,2.1,1.2,15.5,4.2
1400000US36061007800,"Census Tract 78, New York County, New York",New York,9810,1344,360,115,1160,547,3.7,1.2,11.8,5.1
1400000US36061007900,"Census Tract 79, New York County, New York",New York,4370,685,307,204,914,199,7,4.2,20.9,5.4
1400000US36061008000,"Census Tract 80, New York County, New York",New York,4722,627,142,82,1019,219,3,1.8,21.6,4.4
1400000US36061008100,"Census Tract 81, New York County, New York",New York,7302,1345,65,79,1176,528,0.9,1.1,16.1,5.7
1400000US36061008200,"Census Tract 82, New York County, New York",New York,3140,523,30,34,370,131,1,1.1,11.8,4.4
1400000US36061008300,"Census Tract 83, New York County, New York",New York,3742,560,48,58,611,165,1.3,1.5,16.3,4
1400000US36061008400,"Census Tract 84, New York County, New York",New York,1524,370,46,36,259,263,3,2.4,17,14.8
1400000US36061008601,"Census Tract 86.01, New York County, New York",New York,2899,484,122,68,257,61,4.2,2.4,8.9,2.6
1400000US36061008602,"Census Tract 86.02, New York County, New York",New York,0,12,0,12,0,12,-,**,-,**
1400000US36061008603,"Census Tract 86.03, New York County, New York",New York,4554,833,223,157,1946,566,4.9,3.1,42.7,8.5
1400000US36061008700,"Census Tract 87, New York County, New York",New York,6347,705,242,114,549,259,3.8,1.8,8.6,4.1
1400000US36061008800,"Census Tract 88, New York County, New York",New York,7548,1135,222,161,1507,430,2.9,2.1,20,5.7
1400000US36061008900,"Census Tract 89, New York County, New York",New York,5599,741,173,134,882,371,3.1,2.3,15.8,5.7
1400000US36061009000,"Census Tract 90, New York County, New York",New York,7767,1186,275,169,1552,734,3.5,2.1,20,7.6
1400000US36061009100,"Census Tract 91, New York County, New York",New York,6046,788,111,121,485,189,1.8,2,8,3.2
1400000US36061009200,"Census Tract 92, New York County, New York",New York,1539,271,24,25,337,149,1.6,1.6,21.9,8
1400000US36061009300,"Census Tract 93, New York County, New York",New York,9934,1139,418,307,2089,338,4.2,2.9,21,3.3
1400000US36061009400,"Census Tract 94, New York County, New York",New York,64,34,0,12,4,7,0,38.5,6.3,11.2
1400000US36061009500,"Census Tract 95, New York County, New York",New York,2985,511,87,64,297,86,2.9,2,9.9,3.3
1400000US36061009600,"Census Tract 96, New York County, New York",New York,185,68,0,12,29,21,0,17.2,15.7,10.5
1400000US36061009700,"Census Tract 97, New York County, New York",New York,4490,423,79,100,1559,303,1.8,2.2,34.7,6
1400000US36061009800,"Census Tract 98, New York County, New York",New York,7099,1170,137,88,1285,467,1.9,1.2,18.1,6
1400000US36061009901,"Census Tract 99.01, New York County, New York",New York,1928,441,147,87,23,37,7.6,4.5,1.2,1.9
1400000US36061009902,"Census Tract 99.02, New York County, New York",New York,3039,824,133,51,69,46,4.4,2.1,2.3,1.7
1400000US36061009903,"Census Tract 99.03, New York County, New York",New York,1098,216,66,79,70,78,6,6.9,6.4,7.5
1400000US36061010000,"Census Tract 100, New York County, New York",New York,1735,414,38,30,183,65,2.2,1.7,10.5,4.6
1400000US36061010100,"Census Tract 101, New York County, New York",New York,1457,237,40,27,62,33,2.7,1.9,4.3,2.2
1400000US36061010200,"Census Tract 102, New York County, New York",New York,160,111,0,12,108,107,0,19.5,67.5,27.4
1400000US36061010300,"Census Tract 103, New York County, New York",New York,2300,568,23,27,105,52,1,1.2,4.6,2.5
1400000US36061010400,"Census Tract 104, New York County, New York",New York,842,189,5,8,200,69,0.6,0.9,23.8,8.2
1400000US36061010601,"Census Tract 106.01, New York County, New York",New York,7238,1482,463,473,2940,511,6.4,5.5,40.6,8.9
1400000US36061010602,"Census Tract 106.02, New York County, New York",New York,4591,537,460,189,524,151,10,4,11.4,3.2
1400000US36061010801,"Census Tract 108.01, New York County, New York",New York,3033,538,62,71,353,201,2,2.3,11.6,6.4
1400000US36061010802,"Census Tract 108.02, New York County, New York",New York,4259,1253,213,150,1717,1175,5,3.7,40.3,18.1
1400000US36061010803,"Census Tract 108.03, New York County, New York",New York,2000,485,95,53,402,195,4.8,3.1,20.1,9.2
1400000US36061010900,"Census Tract 109, New York County, New York",New York,207,56,4,7,4,6,1.9,2.9,1.9,2.8
1400000US36061011000,"Census Tract 110, New York County, New York",New York,7630,1137,840,483,1045,375,11,5.6,13.7,5.1
1400000US36061011100,"Census Tract 111, New York County, New York",New York,4720,648,160,103,494,208,3.4,2,10.5,4.9
1400000US36061011201,"Census Tract 112.01, New York County, New York",New York,985,182,38,42,293,86,3.9,4,29.7,8.6
1400000US36061011202,"Census Tract 112.02, New York County, New York",New York,441,138,0,12,223,105,0,7.6,50.6,12.6
1400000US36061011203,"Census Tract 112.03, New York County, New York",New York,1228,221,47,43,233,85,3.8,3.2,19,7.2
1400000US36061011300,"Census Tract 113, New York County, New York",New York,102,35,0,12,24,36,0,28.3,23.5,32.2
1400000US36061011401,"Census Tract 114.01, New York County, New York",New York,1129,182,13,16,499,105,1.2,1.4,44.2,7.3
1400000US36061011402,"Census Tract 114.02, New York County, New York",New York,2087,538,102,46,556,151,4.9,2.3,26.6,10.2
1400000US36061011500,"Census Tract 115, New York County, New York",New York,3538,663,171,116,167,80,4.8,3.3,4.7,2.5
1400000US36061011600,"Census Tract 116, New York County, New York",New York,3827,669,316,172,455,237,8.3,4.2,11.9,6.3
1400000US36061011700,"Census Tract 117, New York County, New York",New York,4313,626,101,75,222,120,2.3,1.8,5.1,2.8
1400000US36061011800,"Census Tract 118, New York County, New York",New York,9054,840,472,219,2120,541,5.2,2.4,23.4,5.7
1400000US36061011900,"Census Tract 119, New York County, New York",New York,1024,208,13,4,377,128,1.3,0.5,36.8,10.8
1400000US36061012000,"Census Tract 120, New York County, New York",New York,3103,566,202,137,1156,262,6.5,3.9,37.3,9.1
1400000US36061012101,"Census Tract 121.01, New York County, New York",New York,2926,716,32,56,597,299,1.1,2,20.4,9.5
1400000US36061012102,"Census Tract 121.02, New York County, New York",New York,4735,1098,165,133,1621,667,3.5,2.8,34.2,9
1400000US36061012200,"Census Tract 122, New York County, New York",New York,2608,503,86,50,1008,247,3.3,1.8,38.7,9
1400000US36061012400,"Census Tract 124, New York County, New York",New York,10626,1461,519,199,2076,873,4.9,1.9,19.5,6.5
1400000US36061012500,"Census Tract 125, New York County, New York",New York,2273,332,8,11,306,111,0.4,0.5,13.5,4.8
1400000US36061012601,"Census Tract 126.01, New York County, New York",New York,6791,1449,251,181,1656,505,3.7,2.7,24.4,9.3
1400000US36061012602,"Census Tract 126.02, New York County, New York",New York,5076,1145,279,247,1227,394,5.5,4.1,24.2,7.7
1400000US36061012700,"Census Tract 127, New York County, New York",New York,6783,956,74,97,606,272,1.1,1.4,8.9,3.9
1400000US36061012800,"Census Tract 128, New York County, New York",New York,5029,795,208,123,1880,340,4.1,2.3,37.4,6.3
1400000US36061012901,"Census Tract 129.01, New York County, New York",New York,5965,1145,125,112,338,186,2.1,1.9,5.7,2.8
1400000US36061012902,"Census Tract 129.02, New York County, New York",New York,2380,481,0,12,248,192,0,1.5,10.4,7.5
1400000US36061013000,"Census Tract 130, New York County, New York",New York,3581,580,133,126,1304,402,3.7,3.3,36.4,11.8
1400000US36061013100,"Census Tract 131, New York County, New York",New York,2563,338,71,64,526,199,2.8,2.4,20.5,6.6
1400000US36061013201,"Census Tract 132.01, New York County, New York",New York,2614,792,298,403,385,224,11.4,13.5,14.7,9.3
1400000US36061013202,"Census Tract 132.02, New York County, New York",New York,3075,1249,333,308,430,407,10.8,8.6,14,13.2
1400000US36061013203,"Census Tract 132.03, New York County, New York",New York,4717,1318,260,297,1254,493,5.5,5.5,26.6,10.8
1400000US36061013300,"Census Tract 133, New York County, New York",New York,6235,712,45,51,433,178,0.7,0.8,6.9,2.9
